GTIN,codigo_producto
78631,78631
78632,78632
78633,78633
78634,78634
78635,78635
78636,78636
78638,78638
78639,78639
78640,78640
78641,78641
78642,78642
78643,78643
78644,78644
78646,78646
78648,78648
78649,78649
78650,78650
78651,78651
78652,78652
78653,78653
7865370,90818
78654,78654
78655,78655
78656,78656
78657,78657
78659,78659
78662,78662
78663,78663
78664,78664
78668,78668
78669,78669
78670,78670
78671,78671
78672,78672
78673,78673
78674,78674
78675,78675
78676,78676
78677,78677
78678,78678
78679,78679
78680,78680
78681,78681
78682,78682
78683,78683
78684,78684
78685,78685
78686,78686
78687,78687
78688,78688
78689,78689
78690,78690
78691,78691
78692,78692
78693,78693
78694,78694
78695,78695
78696,78696
78698,78698
78699,78699
78700,78700
78701,78701
78702,78702
78703,78703
78704,78704
78705,78705
78712,78712
78713,78713
78714,78714
78715,78715
78716,78716
78717,78717
78718,78718
78719,78719
78720,78720
78721,78721
78722,78722
78723,78723
78724,78724
78725,78725
78727,78727
78728,78728
78729,78729
78730,78730
78731,78731
78732,78732
78733,78733
78734,78734
78735,78735
78736,78736
78737,78737
78738,78738
78741,78741
78743,78743
78744,78744
78745,78745
78746,78746
78747,78747
78748,78748
78750,78750
78751,78751
78752,78752
78753,78753
78754,78754
78755,78755
78756,78756
78757,78757
78758,78758
78759,78759
78760,78760
78761,78761
78769,78769
78771,78771
78772,78772
78773,78773
78774,78774
78775,78775
78776,78776
78777,78777
78778,78778
78780,78780
78782,78782
78785,78785
78786,78786
78789,78789
78796,78796
78797,78797
78798,78798
78799,78799
78800,78800
78801,78801
78802,78802
78803,78803
78804,78804
78805,78805
78806,78806
78807,78807
788070604631,98217
78808,78808
78809,78809
78810,78810
788115379906,98344
788115380308,98342
78817,78817
78818,78818
78819,78819
78820,78820
78821,78821
78822,78822
78823,78823
78824,78824
78826,78826
78827,78827
78829,78829
78830,78830
78831,78831
78832,78832
78833,78833
78834,78834
78835,78835
78836,78836
78837,78837
78838,78838
78839,78839
78840,78840
78841,78841
78842,78842
78843,78843
78844,78844
78845,78845
78846,78846
78847,78847
78848,78848
78849,78849
78850,78850
78855,78855
78856,78856
78857,78857
78861,78861
78862,78862
78863,78863
78864,78864
78867,78867
78868,78868
78869,78869
78870,78870
78871,78871
78872,78872
78874,78874
78875,78875
78876,78876
78879,78879
78884,78884
78885,78885
78886,78886
78887,78887
78888,78888
78889,78889
78893,78893
78897,78897
78898,78898
78899,78899
78901,78901
78903,78903
78904,78904
78905,78905
78906,78906
78907,78907
7890704851335,92797
78908,78908
78909,78909
78910,78910
7891010007263,65739
7891010010546,81919
7891010010577,81918
7891010030087,64616
7891010030094,65592
7891010030568,81038
7891010030933,79289
7891010031046,03649
7891010032241,52313
7891010032937,64855
7891010035976,66794
7891010037024,53083
7891010037185,81691
7891010037192,76746
7891010037208,97265
7891010037246,52312
7891010037253,62349
7891010037260,52244
7891010038892,75737
7891010038908,78850
7891010047764,83311
7891010099961,96921
7891010245160,98318
7891010251048,98319
7891010253219,98718
7891010254933,97807
7891010501105,98312
7891010560737,60728
7891010568757,95412
7891010568764,93189
7891010568771,94907
7891010591007,95231
7891010618353,92374
7891010654252,95355
7891010793289,86642
7891010821807,60689
7891010882983,97325
7891010882990,97675
7891010887742,96726
7891010963712,96153
7891010974336,92758
7891024033050,95824
7891024034095,96561
7891024039625,96869
7891024041628,86769
7891024132647,93643
7891024134702,92094
7891024136089,88837
7891024136102,96868
7891024136379,88838
7891024145081,83920
7891024183021,82385
7891024183182,95823
7891024316207,93079
7891038301800,92902
7891040089963,97075
7891045007894,90273
7891051026780,97663
7891058001100,86980
7891058008581,76467
7891058008604,02462
7891058009038,79662
7891058009052,93556
7891058018634,95046
7891058018665,95045
7891058018702,88295
7891058019723,06017
78911,78911
7891150006058,97108
7891150006072,64031
7891150017337,84722
7891150019423,84700
7891150019430,92647
7891150019560,91810
7891150025387,88001
7891150034075,93102
7891150034952,95893
7891150036369,97762
7891150036383,98359
7891150039490,93695
7891150039506,93693
7891150043220,93101
7891150043237,93347
7891150043923,93721
7891150044494,93694
7891150050488,88000
7891150050501,87971
7891150053083,93719
7891150053090,93906
7891150053113,93346
7891150053120,93720
7891150055223,92133
7891150055230,84722
7891150057470,64642
7891150060852,94371
7891150061859,88833
7891150064829,98106
7891150064881,97834
7891150075382,96192
7891150084124,97824
7891150084131,98289
7891150092198,98395
7891150095984,98928
78912,78912
78913,78913
7891317003012,94752
7891317007720,96881
7891317007768,76375
7891317007799,83827
7891317008208,97470
7891317008222,88696
7891317008246,81078
7891317008307,96628
7891317011857,97409
7891317011871,98688
7891317011895,97414
7891317012069,97177
7891317026349,98437
7891317029470,98856
7891317029609,98640
7891317036362,95542
7891317039714,98737
7891317044589,98888
7891317103873,94018
7891317182311,92240
7891317187828,92622
7891317187835,92697
7891317188221,93561
7891317190668,92936
7891317194024,93597
7891317194048,94651
7891317195274,96656
7891317196905,93053
7891317207304,85972
7891317207311,63196
78914,78914
7891528036175,86632
7891528039046,82871
78916,78916
78917,78917
7891721028816,85518
7891721029097,88599
7891721029189,89728
78918,78918
78920,78920
78921,78921
78922,78922
78923,78923
78923454,89445
78924468,95118
78924482,95116
78924529,95117
78925,78925
78926,78926
78927,78927
78927254,95115
78928,78928
78928503,84717
78929,78929
78930,78930
78931,78931
78932,78932
78933,78933
78934,78934
78935,78935
78936,78936
78937,78937
78938,78938
78939,78939
78940,78940
78941,78941
78942,78942
78944,78944
78945,78945
78946,78946
78947,78947
78948,78948
78949,78949
78950,78950
78951,78951
78952,78952
78953,78953
78954,78954
78955,78955
78956,78956
78957,78957
78958,78958
78959,78959
7896006223627,01009
7896007551088,97449
7896009419195,91995
7896009419294,91996
7896009498091,98320
7896009498558,97052
7896009498565,78998
7896014179305,90885
7896015517458,85727
7896015519223,95202
7896015520045,95185
7896015527457,94076
7896015529031,94130
7896015591106,86461
7896018700628,89210
7896018700642,93645
7896070607620,81026
7896070607675,93556
7896075701040,87482
78961,78961
7896116861238,89655
7896116861610,84320
7896116861733,88168
7896116862983,01213
7896116862990,85719
7896116865687,01213
7896116865830,01009
7896116866257,84320
7896116866363,88168
78962,78962
7896206403553,88812
7896206405076,78011
7896226502366,05221
7896226502403,01030
7896226502472,01261
7896226502694,01031
7896226502762,02058
7896226503394,02838
7896226503479,85175
7896226503530,75343
7896226503639,75369
7896226505374,88139
7896226505459,86496
7896226506500,91687
7896261006744,06129
7896269903014,02561
7896269903021,02566
7896269903694,66019
7896269904417,53754
7896269904424,04257
7896269905520,04624
78963,78963
78964,78964
78965,78965
7896548197486,87938
7896548197714,89002
78966,78966
7896685301654,91219
78967,78967
78968,78968
78969,78969
78970,78970
78971,78971
78972,78972
78973,78973
7897337712538,90695
7897337713221,65230
7897337713665,87349
7897337713887,90455
7897337714037,75689
7897337714358,85669
7897337714655,93292
7897337714662,88019
7897337714785,86911
78974,78974
7897473203679,90657
7897473205215,90709
7897473205253,91799
7897473206632,91946
7897473207141,90343
78975,78975
78976,78976
78977,78977
78978,78978
78979,78979
7897930760981,85821
7897930761674,90441
7897930761919,89935
7897930764484,89935
7897930765078,90501
7897930775800,90565
7897930777743,90270
78980,78980
78981,78981
78982,78982
78983,78983
78984,78984
7898422746759,89287
78985,78985
7898587770668,94236
7898587770705,94235
78986,78986
78987,78987
7898909175447,94868
7898915764819,93789
7898928257087,91799
7898928257094,91752
7898939803099,91699
7898939803174,91060
78990,78990
7899026462540,94232
7899026462601,94233
78991,78991
78992,78992
78993,78993
78994,78994
78995,78995
78996,78996
78997,78997
7899706130899,94234
7899706149211,93552
78998,78998
79000,79000
79003,79003
79005,79005
79006,79006
79009,79009
79010,79010
79014,79014
79015,79015
79017,79017
79020,79020
79022,79022
79023,79023
79024,79024
79025,79025
79028,79028
79029,79029
79030,79030
79031,79031
79033,79033
79034,79034
79035,79035
79036,79036
79040,79040
79041,79041
79042,79042
79045,79045
79046,79046
79049,79049
79050,79050
79051,79051
79057,79057
79058,79058
79062,79062
79063,79063
79064,79064
79065,79065
79066,79066
79067,79067
79068,79068
79069,79069
79071,79071
79072,79072
79073,79073
79074,79074
79076,79076
79078,79078
79079,79079
79080,79080
79081,79081
79082,79082
79083,79083
79085,79085
79086,79086
79087,79087
79088,79088
79091,79091
79093,79093
79094,79094
79098,79098
79100,79100
79101,79101
79105,79105
79106,79106
79107,79107
79108,79108
79110,79110
79111,79111
79112,79112
79114,79114
79116,79116
79117,79117
79118,79118
79119,79119
79123,79123
79124,79124
79125,79125
79126,79126
79128,79128
79129,79129
79130,79130
79131,79131
79132,79132
79133,79133
79134,79134
79135,79135
79136,79136
79137,79137
79139,79139
79140,79140
79143,79143
79144,79144
79147,79147
79148,79148
79149,79149
79150,79150
79151,79151
79152,79152
79153,79153
79154,79154
79155,79155
79156,79156
79157,79157
79158,79158
79160,79160
79161,79161
79164,79164
79165,79165
79167,79167
79168,79168
79169,79169
79170,79170
79171,79171
79172,79172
79173,79173
79174,79174
79175,79175
79176,79176
79177,79177
79178,79178
79179,79179
79180,79180
79181,79181
79182,79182
79183,79183
79184,79184
79185,79185
79186,79186
79187,79187
79188,79188
79189,79189
79190,79190
79191,79191
79192,79192
79193,79193
79194,79194
79195,79195
79196,79196
79197,79197
79198,79198
79199,79199
79200,79200
79201,79201
79202,79202
79203,79203
79204,79204
79205,79205
79206,79206
79207,79207
79208,79208
79209,79209
79210,79210
79211,79211
79212,79212
79213,79213
79214,79214
79215,79215
79216,79216
79217,79217
79218,79218
79219,79219
79220,79220
79221,79221
79222,79222
79223,79223
79224,79224
79225,79225
79226,79226
79227,79227
79228,79228
79229,79229
79230,79230
79231,79231
79232,79232
79233,79233
79234,79234
79235,79235
79236,79236
79237,79237
79238,79238
79239,79239
79240,79240
79241,79241
79242,79242
79243,79243
79244,79244
79245,79245
79246,79246
79247,79247
79248,79248
79249,79249
79250,79250
79251,79251
79252,79252
79253,79253
79254,79254
79255,79255
79259,79259
79260,79260
79261,79261
79262,79262
79263,79263
79264,79264
79265,79265
79266,79266
79267,79267
79268,79268
79269,79269
79270,79270
79271,79271
79272,79272
79273,79273
79274,79274
79275,79275
79276,79276
79277,79277
79278,79278
79279,79279
79280,79280
79281,79281
79285,79285
79287,79287
79288,79288
79289,79289
79290,79290
79291,79291
79292,79292
79293,79293
79294,79294
79296,79296
79297,79297
79298,79298
79299,79299
79300,79300
79301,79301
79302,79302
79303,79303
79304,79304
79305,79305
79306,79306
79307,79307
79308,79308
79309,79309
79312,79312
79313,79313
79314,79314
79315,79315
79316,79316
79317,79317
79319,79319
79320,79320
79322,79322
79323,79323
79324,79324
79325,79325
79326,79326
79327,79327
79328,79328
79329,79329
79330,79330
79331,79331
79332,79332
79333,79333
79334,79334
79335,79335
79336,79336
79340,79340
79341,79341
79342,79342
79344,79344
79353,79353
79355,79355
79356,79356
79357,79357
79358,79358
79359,79359
79360,79360
79361,79361
79362,79362
79363,79363
79364,79364
79365,79365
79366,79366
79367,79367
79368,79368
79369,79369
79370,79370
79371,79371
79372,79372
79373,79373
79374,79374
79375,79375
79376,79376
79378,79378
79379,79379
79380,79380
79381,79381
79382,79382
79385,79385
79386,79386
79387,79387
79388,79388
79389,79389
79393,79393
79394,79394
79395,79395
79396,79396
79397,79397
79398,79398
79399,79399
79400,79400
79401,79401
79402,79402
79403,79403
79405,79405
79406,79406
79407,79407
79408,79408
79409,79409
79410,79410
79411,79411
79412,79412
79413,79413
79414,79414
79415,79415
79417,79417
79418,79418
79419,79419
79422,79422
79423,79423
79424,79424
79425,79425
79427,79427
79428,79428
79429,79429
79430,79430
79434,79434
79435,79435
79436,79436
79437,79437
79438,79438
79439,79439
79440,79440
79442,79442
79443,79443
79444,79444
79445,79445
79446,79446
79449,79449
79450,79450
79451,79451
79453,79453
79456,79456
79457,79457
79459,79459
79460,79460
79462,79462
79463,79463
79477,79477
79478,79478
79482,79482
79483,79483
79484,79484
79485,79485
79486,79486
79487,79487
79488,79488
79489,79489
79492,79492
79493,79493
79494,79494
79495,79495
79496,79496
79497,79497
79498,79498
79500,79500
79501,79501
79502,79502
79503,79503
79504,79504
79505,79505
79506,79506
79507,79507
79508,79508
79510,79510
79511,79511
79515,79515
79516,79516
79517,79517
79518,79518
79519,79519
79520,79520
79521,79521
79524,79524
79528,79528
79529,79529
79531,79531
79532,79532
79533,79533
79534,79534
79535,79535
79536,79536
79537,79537
79538,79538
79539,79539
79540,79540
79541,79541
79542,79542
79543,79543
79544,79544
79545,79545
79546,79546
79547,79547
79548,79548
79549,79549
79550,79550
79551,79551
79552,79552
79554,79554
79555,79555
79556,79556
79557,79557
79558,79558
79559,79559
79560,79560
79561,79561
79562,79562
79563,79563
79564,79564
79565,79565
79566,79566
79567,79567
79571,79571
79572,79572
79575,79575
79576,79576
79577,79577
79578,79578
79579,79579
79580,79580
79581,79581
79582,79582
79583,79583
79584,79584
79585,79585
79586,79586
79587,79587
79588,79588
79589,79589
79590,79590
79591,79591
79592,79592
79593,79593
79594,79594
79595,79595
79596,79596
79597,79597
79598,79598
79599,79599
79600,79600
79601,79601
79604,79604
79605,79605
79606,79606
79607,79607
79611,79611
79612,79612
79613,79613
79614,79614
79617,79617
79621,79621
79622,79622
79623,79623
79624,79624
79625,79625
79626,79626
79628,79628
79629,79629
79631,79631
79634,79634
79635,79635
79639,79639
79640,79640
79641,79641
79643,79643
79644,79644
79645,79645
79646,79646
79647,79647
79648,79648
79649,79649
79650,79650
79652,79652
79653,79653
79657,79657
79658,79658
79659,79659
79660,79660
79661,79661
79662,79662
79663,79663
79664,79664
79665,79665
79667,79667
79668,79668
79669,79669
79670,79670
79672,79672
79673,79673
79674,79674
79675,79675
79676,79676
79677,79677
79678,79678
79680,79680
79681,79681
79682,79682
79683,79683
79684,79684
79685,79685
79686,79686
79687,79687
79688,79688
79689,79689
79690,79690
79691,79691
79692,79692
79693,79693
79694,79694
79695,79695
79696,79696
79697,79697
79698,79698
79699,79699
79700,79700
79701,79701
79704,79704
79705,79705
79707,79707
79708,79708
79709,79709
79710,79710
79711,79711
79712,79712
79713,79713
79714,79714
79715,79715
79716,79716
79717,79717
79718,79718
79719,79719
79720,79720
79721,79721
79722,79722
79723,79723
79724,79724
79725,79725
79728,79728
79730,79730
79731,79731
79732,79732
79735,79735
79736,79736
79737,79737
79738,79738
79739,79739
79740,79740
79741,79741
79742,79742
79743,79743
79744,79744
79745,79745
79746,79746
79747,79747
79748,79748
79749,79749
79750,79750
79751,79751
79752,79752
79753,79753
79754,79754
79755,79755
79756,79756
79757,79757
79758,79758
79759,79759
79761,79761
79762,79762
79763,79763
79764,79764
79765,79765
79766,79766
79767,79767
79768,79768
79769,79769
79770,79770
79771,79771
79772,79772
79773,79773
79774,79774
79775,79775
79776,79776
79777,79777
79778,79778
79779,79779
79780,79780
79781,79781
79782,79782
79783,79783
79784,79784
79785,79785
79786,79786
79788,79788
79789,79789
79790,79790
79791,79791
79792,79792
79793,79793
79794,79794
79796,79796
79797,79797
79798,79798
79799,79799
79800,79800
79801,79801
79802,79802
79803,79803
79804,79804
79805,79805
79806,79806
79808,79808
79810,79810
79811,79811
79812,79812
79813,79813
79814,79814
79815,79815
79816,79816
79818,79818
79820,79820
79821,79821
79822,79822
79823,79823
79825,79825
79826,79826
79827,79827
79828,79828
79829,79829
79830,79830
79831,79831
79832,79832
79833,79833
79834,79834
79835,79835
79836,79836
79838,79838
79841,79841
79842,79842
79843,79843
79844,79844
79845,79845
79846,79846
79847,79847
79848,79848
79849,79849
79850,79850
79851,79851
79852,79852
79853,79853
79856,79856
79857,79857
79858,79858
79859,79859
79861,79861
79869,79869
79870,79870
79875,79875
79876,79876
79877,79877
79878,79878
79879,79879
79880,79880
79881,79881
79882,79882
79883,79883
79884,79884
79885,79885
79886,79886
79887,79887
79888,79888
79889,79889
79890,79890
79891,79891
79892,79892
79893,79893
79894,79894
79895,79895
79896,79896
79897,79897
79898,79898
79899,79899
79900,79900
79901,79901
79902,79902
79903,79903
79904,79904
79905,79905
79906,79906
79907,79907
79908,79908
79909,79909
79910,79910
79911,79911
79912,79912
79913,79913
79914,79914
79916,79916
79918,79918
79919,79919
79920,79920
79921,79921
79922,79922
79923,79923
79924,79924
79925,79925
79926,79926
79927,79927
79928,79928
79929,79929
79930,79930
79931,79931
79932,79932
79934,79934
79935,79935
79936,79936
79937,79937
79939,79939
79940,79940
79941,79941
79943,79943
79944,79944
79945,79945
79946,79946
79947,79947
79948,79948
79949,79949
79952,79952
79953,79953
79957,79957
79958,79958
79959,79959
79960,79960
79961,79961
79962,79962
79964,79964
79965,79965
79966,79966
79967,79967
79968,79968
79969,79969
79970,79970
79971,79971
79972,79972
79973,79973
79974,79974
79975,79975
79976,79976
79977,79977
79981,79981
79982,79982
79983,79983
79984,79984
79985,79985
79986,79986
79987,79987
79988,79988
79989,79989
79990,79990
79991,79991
79992,79992
79993,79993
79994,79994
79996,79996
79997,79997
79999,79999
80000,80000
80002,80002
80003,80003
80004,80004
80005,80005
80006,80006
80007,80007
80008,80008
80009,80009
80010,80010
80011,80011
80012,80012
80013,80013
80014,80014
80015,80015
80016,80016
80017,80017
80018,80018
80019,80019
80020,80020
80021,80021
80022,80022
80023,80023
80024,80024
80025,80025
80026,80026
8002660032591,95917
8002660032607,95631
80027,80027
80028,80028
80029,80029
8002990292092,98290
8002990292139,83438
80030,80030
80031,80031
80032,80032
80033,80033
80035,80035
80036,80036
80039,80039
80040,80040
80041,80041
80042,80042
80043,80043
80044,80044
80050,80050
80051,80051
80052,80052
80054,80054
80055,80055
80056,80056
8005610642529,97311
8005610672243,97216
8005610672304,96232
8005610672427,95889
8005610672489,96739
8005610672540,96231
80057,80057
80060,80060
80061,80061
80062,80062
80065,80065
80066,80066
80067,80067
80068,80068
80070,80070
80071,80071
80072,80072
80075,80075
80076,80076
80078,80078
80079,80079
80080,80080
80081,80081
80082,80082
80083,80083
80085,80085
8008510930529,95461
8008510930543,93866
8008510930550,93318
8008510930680,97542
80087,80087
80088,80088
80089,80089
80090,80090
80091,80091
80092,80092
80099,80099
80101,80101
80113,80113
80114,80114
80124,80124
80128,80128
80129,80129
8012992000199,88437
8012992000410,88998
8012992000434,91079
80131,80131
80133,80133
80134,80134
80135,80135
80136,80136
80140,80140
80141,80141
80146,80146
80147,80147
80148,80148
80149,80149
80150,80150
80151,80151
80152,80152
80153,80153
80154,80154
80156,80156
80157,80157
80158,80158
80159,80159
80160,80160
80161,80161
80162,80162
80163,80163
80164,80164
80165,80165
80166,80166
80167,80167
80168,80168
80170,80170
80171,80171
80172,80172
80173,80173
80174,80174
80175,80175
80176,80176
80177,80177
80178,80178
80179,80179
80180,80180
80181,80181
80182,80182
80183,80183
80184,80184
80185,80185
80186,80186
80187,80187
80188,80188
80189,80189
80190,80190
80191,80191
80192,80192
80193,80193
80194,80194
80195,80195
80196,80196
80197,80197
80198,80198
80199,80199
80200,80200
8020030053311,91242
80201,80201
80202,80202
80203,80203
80204,80204
80205,80205
80206,80206
80207,80207
80208,80208
80209,80209
80210,80210
80211,80211
80212,80212
80213,80213
80214,80214
80217,80217
80221,80221
80222,80222
80223,80223
80224,80224
80230,80230
80232,80232
80233,80233
80236,80236
80237,80237
80238,80238
80239,80239
80240,80240
80241,80241
80242,80242
80243,80243
80244,80244
80245,80245
80246,80246
80252,80252
80253,80253
80254,80254
80255,80255
80256,80256
80257,80257
80258,80258
80259,80259
80261,80261
80262,80262
80263,80263
80265,80265
80266,80266
80268,80268
80269,80269
80270,80270
80273,80273
80274,80274
80275,80275
80276,80276
80278,80278
80279,80279
80280,80280
80281,80281
80282,80282
80283,80283
80284,80284
80285,80285
80286,80286
80287,80287
80290,80290
80291,80291
80292,80292
80293,80293
80296,80296
80297,80297
80298,80298
80299,80299
80300,80300
80303,80303
80305,80305
80307,80307
80308,80308
80309,80309
80310,80310
80311,80311
80312,80312
80313,80313
80314,80314
80315,80315
80316,80316
8031609001459,97708
8031609001466,97956
80317,80317
80318,80318
80319,80319
80321,80321
80322,80322
80323,80323
80325,80325
8032505870095,96901
8032505873102,96900
8032505873119,96899
8032505875717,96904
8032505875724,96905
8032505875731,96902
8032505875748,96903
8032505875762,96906
8032505875779,96909
8032505875786,96910
8032505875793,96907
8032505875809,96908
8032505875830,96911
8032505875847,96916
8032505875854,96917
8032505875861,96914
8032505875878,96915
8032505875885,96912
8032505875892,96918
8032505875908,96913
8032505877025,96919
8032505879401,98014
8032505879494,98013
8032505879517,98012
8032505879562,98011
8032523250343,97047
8032523250428,96898
80326,80326
80327,80327
8032715360522,97055
80328,80328
80329,80329
80330,80330
80331,80331
80332,80332
80333,80333
80334,80334
80335,80335
80336,80336
80338,80338
80339,80339
8033959760437,98227
80341,80341
80343,80343
80345,80345
80346,80346
80347,80347
80348,80348
80350,80350
80351,80351
80352,80352
80353,80353
80355,80355
80356,80356
80357,80357
80358,80358
80359,80359
80360,80360
80361,80361
80362,80362
80363,80363
80365,80365
80366,80366
80367,80367
80368,80368
80369,80369
80370,80370
80371,80371
80372,80372
80373,80373
80374,80374
80375,80375
80376,80376
80378,80378
80382,80382
80383,80383
80385,80385
80386,80386
80387,80387
80388,80388
80389,80389
80390,80390
80391,80391
80392,80392
80393,80393
80394,80394
80396,80396
80397,80397
80398,80398
80399,80399
80400,80400
80401,80401
80402,80402
80403,80403
80404,80404
80405,80405
80406,80406
80407,80407
80408,80408
80409,80409
80410,80410
80411,80411
80412,80412
80413,80413
80414,80414
80415,80415
80416,80416
80417,80417
80419,80419
80421,80421
80422,80422
80423,80423
80424,80424
80425,80425
80426,80426
80427,80427
80429,80429
80431,80431
80432,80432
80433,80433
80434,80434
80435,80435
80437,80437
80438,80438
80443,80443
80445,80445
80446,80446
80447,80447
80448,80448
80449,80449
80450,80450
80451,80451
80452,80452
80453,80453
80454,80454
80455,80455
80456,80456
80457,80457
80459,80459
80460,80460
80462,80462
80463,80463
80464,80464
80465,80465
80467,80467
80470,80470
80472,80472
80473,80473
80474,80474
80475,80475
80476,80476
80477,80477
80478,80478
80479,80479
80480,80480
80481,80481
80482,80482
80483,80483
80484,80484
80486,80486
80487,80487
80488,80488
80489,80489
80490,80490
80491,80491
80492,80492
80494,80494
80495,80495
80496,80496
80497,80497
80498,80498
80499,80499
80501,80501
80502,80502
80503,80503
80504,80504
80505,80505
80506,80506
80507,80507
80508,80508
80509,80509
80510,80510
80511,80511
80512,80512
80513,80513
80514,80514
8051417822800,98700
8051417823807,98703
8051417824804,98706
8051417825801,98698
8051417826808,98701
8051417827805,98704
8051417828802,98699
8051417829809,98702
8051417830805,98705
80515,80515
80516,80516
80517,80517
80518,80518
80519,80519
80520,80520
80521,80521
80522,80522
80523,80523
80524,80524
80525,80525
80526,80526
80527,80527
80528,80528
80529,80529
80530,80530
80531,80531
80533,80533
80538,80538
80539,80539
80540,80540
80542,80542
80543,80543
80545,80545
80546,80546
80547,80547
80548,80548
80549,80549
80550,80550
80552,80552
80553,80553
80554,80554
80555,80555
80556,80556
80557,80557
80558,80558
80559,80559
80560,80560
80561,80561
80562,80562
80564,80564
80565,80565
80566,80566
80567,80567
80568,80568
80569,80569
80571,80571
80572,80572
80573,80573
80574,80574
80575,80575
80578,80578
80579,80579
80581,80581
80582,80582
80585,80585
80586,80586
80587,80587
8058773460097,96291
80588,80588
80590,80590
80592,80592
80593,80593
80594,80594
80595,80595
80596,80596
8059606680903,98010
8059606680996,96903
8059606681009,96908
8059606681016,96915
8059606681047,98418
8059606681061,96904
8059606681078,96909
8059606681085,96916
8059606681191,96902
8059606681207,96907
8059606681214,96914
8059606681238,96905
8059606681245,96910
8059606681252,96917
8059606681290,98417
8059606681337,96906
8059606681344,96911
8059606681351,96918
8059606681399,98419
8059606681405,96912
80597,80597
80598,80598
80599,80599
80600,80600
80601,80601
80602,80602
80603,80603
80604,80604
80605,80605
80606,80606
80607,80607
80610,80610
80611,80611
80612,80612
80613,80613
80614,80614
80615,80615
80616,80616
80617,80617
80618,80618
80619,80619
80620,80620
80621,80621
80622,80622
80623,80623
80624,80624
80625,80625
80626,80626
80627,80627
80628,80628
80629,80629
80630,80630
80631,80631
80632,80632
80633,80633
80634,80634
80635,80635
80636,80636
80637,80637
80638,80638
80639,80639
80640,80640
80641,80641
80642,80642
80643,80643
80644,80644
80645,80645
80646,80646
80647,80647
80648,80648
80649,80649
80650,80650
80651,80651
80652,80652
80653,80653
80654,80654
80655,80655
80656,80656
80657,80657
80658,80658
80659,80659
80660,80660
80661,80661
80662,80662
80663,80663
80664,80664
80665,80665
80666,80666
80668,80668
80669,80669
80670,80670
80671,80671
80674,80674
80675,80675
80676,80676
80677,80677
80678,80678
80679,80679
80681,80681
80682,80682
80683,80683
80684,80684
80685,80685
80687,80687
80688,80688
80689,80689
80691,80691
80692,80692
80693,80693
80695,80695
80698,80698
80705,80705
80706,80706
80707,80707
80709,80709
80711,80711
80712,80712
80713,80713
80714,80714
80715,80715
80716,80716
80718,80718
80719,80719
80720,80720
80721,80721
80722,80722
80723,80723
80724,80724
80725,80725
80726,80726
80728,80728
80730,80730
80731,80731
80732,80732
80733,80733
80734,80734
80735,80735
80736,80736
80737,80737
80738,80738
80739,80739
80740,80740
80741,80741
80742,80742
80743,80743
80744,80744
80746,80746
80748,80748
80749,80749
80750,80750
80751,80751
80752,80752
80753,80753
80754,80754
80755,80755
80758,80758
80764,80764
80765,80765
80766,80766
80767,80767
80768,80768
80769,80769
80771,80771
80772,80772
80773,80773
80774,80774
80775,80775
80776,80776
80777,80777
80778,80778
80779,80779
80780,80780
80781,80781
80782,80782
80783,80783
80784,80784
80785,80785
80786,80786
80787,80787
80788,80788
80789,80789
80790,80790
80791,80791
80792,80792
80793,80793
80794,80794
80795,80795
80796,80796
80797,80797
80798,80798
80799,80799
80800,80800
80801,80801
80802,80802
80803,80803
80804,80804
80805,80805
80806,80806
80808,80808
80809,80809
80810,80810
80811,80811
80812,80812
80813,80813
80814,80814
80815,80815
80816,80816
80817,80817
80818,80818
80819,80819
80820,80820
80821,80821
80822,80822
80823,80823
80824,80824
80825,80825
80826,80826
80829,80829
80830,80830
80831,80831
80832,80832
80833,80833
80834,80834
80835,80835
80836,80836
80837,80837
80838,80838
80839,80839
80840,80840
80842,80842
80843,80843
80844,80844
80846,80846
80847,80847
80848,80848
80849,80849
80850,80850
80851,80851
80852,80852
80853,80853
80854,80854
80855,80855
80856,80856
80857,80857
80858,80858
80859,80859
80860,80860
80861,80861
80862,80862
80863,80863
80864,80864
80865,80865
80866,80866
80867,80867
80868,80868
80869,80869
80870,80870
80871,80871
80872,80872
80873,80873
80874,80874
80875,80875
80877,80877
80878,80878
80879,80879
80880,80880
80881,80881
80882,80882
80883,80883
80884,80884
80885,80885
80886,80886
80887,80887
80888,80888
80889,80889
80890,80890
80891,80891
80892,80892
80893,80893
80895,80895
80896,80896
80897,80897
80898,80898
80899,80899
80900,80900
80901,80901
80902,80902
80903,80903
80904,80904
80905,80905
80906,80906
80908,80908
80909,80909
80910,80910
80911,80911
80923,80923
80924,80924
80926,80926
80927,80927
80928,80928
80929,80929
80930,80930
80931,80931
80932,80932
80933,80933
80934,80934
80935,80935
80936,80936
80937,80937
80938,80938
80939,80939
80940,80940
80941,80941
80942,80942
80943,80943
80944,80944
80945,80945
80946,80946
80947,80947
80948,80948
80949,80949
80950,80950
80951,80951
80952,80952
80953,80953
80954,80954
80955,80955
80956,80956
80957,80957
80958,80958
80959,80959
80960,80960
80961,80961
80962,80962
80963,80963
80964,80964
80965,80965
80966,80966
80967,80967
80968,80968
80969,80969
80970,80970
80971,80971
80972,80972
80973,80973
80974,80974
80975,80975
80977,80977
80978,80978
80979,80979
80980,80980
80981,80981
80982,80982
80986,80986
80987,80987
80988,80988
80989,80989
80990,80990
80995,80995
